sent_id	index	Inflection/Surface form	Stem / Root	Category	Gender	Number	Person	Case	Vib	TAM	Voice	head_inflection	head_stem	karka Relation
1	1	पांच	पांच	num	any	any	-	any	-	-	-	लाख	लाख	mod
1	2	लाख	लाख	num	any	any	-	o	0_का	-	-	इनामी	इनामी	r6
1	3	का	का	psp	m	sg	-	d	-	-	-	लाख	लाख	lwg__psp
1	4	इनामी	इनामी	adj	any	any	-	d	-	-	-	और	और	ccof
1	5	और	और	avy	-	-	-	-	-	-	-	बैठा	बैठा	nmod
1	6	कुख्यात	कुख्यात	adj	any	any	-	d	-	-	-	और	और	ccof
1	7	स्वयंभू	स्वयंभू	adj	any	any	-	d	-	-	-	कमांडर	कमांडर	nmod__adj
1	8	नक्सल	नक्सल	n	m	sg	3	d	0	0	-	कमांडर	कमांडर	pof__cn
1	9	कमांडर	कमांडर	n	m	sg	3	d	0	0	-	बैठा	बैठा	nmod
1	10	कमलेश्वर	कमलेश्वर	n	m	sg	3	d	0	0	-	बैठा	बैठा	pof__cn
1	11	बैठा	बैठा	n	m	sg	3	d	0	0	-	पकड़ा	पकड	k1
1	12	पटना	पटना	n	m	sg	3	o	0_का	0	-	इलाके	इलाका	r6
1	13	के	का	psp	m	sg	-	o	-	-	-	पटना	पटना	lwg__psp
1	14	बाहरी	बाहरी	adj	any	any	-	o	-	-	-	इलाके	इलाका	nmod__adj
1	15	इलाके	इलाका	n	m	sg	3	o	0_में	0	-	पकड़ा	पकड	k7p
1	16	में	में	psp	-	-	-	-	-	-	-	इलाके	इलाका	lwg__psp
1	17	पकड़ा	पकड	v	m	sg	3	-	या_जा+या१_है	yA	passive	ROOT	ROOT	main
1	18	गया	जा	v	m	sg	3	-	या१	yA1	-	पकड़ा	पकड	lwg__vaux
1	19	है	है	v	any	sg	3	-	है	hE	-	गया	जा	lwg__vaux_cont
1	20	.	.	punc	-	-	-	-	-	-	-	पकड़ा	पकड	rsym
2	1	उत्तर	उत्तर	n	m	sg	3	d	0	0	-	प्रदेश	प्रदेश	pof__cn
2	2	प्रदेश	प्रदेश	n	m	sg	3	o	0	0	-	और	और	ccof
2	3	,	COMMA	punc	-	-	-	-	-	-	-	प्रदेश	प्रदेश	rsym
2	4	बिहार	बिहार	n	m	sg	3	o	0	0	-	और	और	ccof
2	5	और	और	avy	-	-	-	-	-	-	-	पुलिस	पुलिस	r6
2	6	झारखंड	झारखंड	n	m	sg	3	o	0_का	0	-	और	और	ccof
2	7	की	का	psp	f	sg	-	d	-	-	-	झारखंड	झारखंड	lwg__psp
2	8	पुलिस	पुलिस	n	f	sg	3	d	0	0	-	तलाश	तलाश	k1
2	9	उसे	वह	pn	any	sg	3	o	को	ko	-	तलाश	तलाश	k2
2	10	पिछले	पिछला	adj	any	any	-	o	-	-	-	दशक	दशक	nmod__adj
2	11	एक	एक	num	any	any	-	any	-	-	-	दशक	दशक	nmod__adj
2	12	दशक	दशक	n	m	sg	3	o	0_से	0	-	तलाश	तलाश	k7t
2	13	से	से	psp	-	-	-	-	-	-	-	दशक	दशक	lwg__psp
2	14	तलाश	तलाश	v	f	sg	3	-	0_रह+या_था	0	active	ROOT	ROOT	main
2	15	रही	रह	v	f	sg	3	-	या	yA	-	तलाश	तलाश	lwg__vaux
2	16	थी	था	v	f	sg	3	-	था	WA	-	रही	रह	lwg__vaux_cont
2	17	.	.	punc	-	-	-	-	-	-	-	तलाश	तलाश	rsym
3	1	यह	यह	pn	any	sg	3	d	0	0	-	नक्सली	नक्सली	nmod
3	2	खूंखार	खूंखार	adj	any	any	-	d	-	-	-	नक्सली	नक्सली	nmod__adj
3	3	नक्सली	नक्सली	n	m	sg	3	d	0	0	-	है	है	k1
3	4	७०	७०	num	any	any	-	any	-	-	-	कर्मियों	कर्मी	nmod__adj
3	5	पुलिस	पुलिस	n	f	sg	3	d	0	0	-	कर्मियों	कर्मी	pof__cn
3	6	कर्मियों	कर्मी	n	m	pl	3	o	0_का	0	-	हत्या	हत्या	r6
3	7	की	का	psp	f	sg	-	o	-	-	-	कर्मियों	कर्मी	lwg__psp
3	8	हत्या	हत्या	n	f	sg	3	o	0_का	0	-	जिम्मेदार	जिम्मेदार	r6
3	9	का	का	psp	m	sg	-	d	-	-	-	हत्या	हत्या	lwg__psp
3	10	जिम्मेदार	जिम्मेदार	adj	any	any	-	-	-	-	-	है	है	k1s
3	11	तो	तो	avy	-	-	-	-	-	-	-	जिम्मेदार	जिम्मेदार	lwg__rp
3	12	ही	ही	avy	-	-	-	-	-	-	-	है	है	lwg__rp
3	13	उसने	वह	pn	any	sg	3	o	ने	ne	-	ली	ले	k1
3	14	बारूदी	बारूदी	adj	any	any	-	o	-	-	-	सुरंगों	सुरंग	nmod__adj
3	15	सुरंगों	सुरंग	n	f	pl	3	o	0_का	0	-	विस्फोटों	विस्फोट	r6
3	16	के	का	psp	m	pl	-	o	-	-	-	सुरंगों	सुरंग	lwg__psp
3	17	विस्फोटों	विस्फोट	n	m	pl	3	o	0_से	0	-	ली	ले	k3
3	18	से	से	psp	-	-	-	-	-	-	-	विस्फोटों	विस्फोट	lwg__psp
3	19	अनेक	अनेक	avy	-	-	-	-	-	-	-	लोगों	लोग	nmod__adj
3	20	लोगों	लोग	n	m	pl	3	o	0_का	0	-	जानें	जान	r6
3	21	की	का	psp	f	pl	-	d	-	-	-	लोगों	लोग	lwg__psp
3	22	जानें	जान	n	f	pl	3	d	0	0	-	ली	ले	k2
3	23	हैं	है	v	any	pl	3	-	है	hE	-	ली	ले	lwg__vaux
4	1	डीआईजी	डीआईजी	n	m	sg	3	d	0	0	-	पुलिस	पुलिस	pof__cn
4	2	पुलिस	पुलिस	n	f	sg	3	d	0	0	-	रंजन	रंजन	nmod__adj
4	3	अशीष	अशीष	n	m	sg	3	d	0	0	-	रंजन	रंजन	pof__cn
4	4	रंजन	रंजन	n	m	sg	3	o	0_ने	0	-	बताया	बता	k1
4	5	ने	ने	psp	-	-	-	-	-	-	-	रंजन	रंजन	lwg__psp
4	6	संवाददाताओं	संवाददाता	n	m	pl	3	o	0_को	0	-	बताया	बता	k4
4	7	को	को	psp	-	-	-	-	-	-	-	संवाददाताओं	संवाददाता	lwg__psp
4	8	सोमवार	सोमवार	n	m	sg	3	o	0_का	0	-	रात	रात	r6
4	9	की	का	psp	f	sg	-	d	-	-	-	सोमवार	सोमवार	lwg__psp
4	10	रात	रात	n	f	sg	3	d	0	0	-	बताया	बता	k7t
4	11	बताया	बता	v	m	sg	3	-	या	yA	active	ROOT	ROOT	main
4	12	कि	कि	avy	-	-	-	-	-	-	-	बताया	बता	k2
4	13	सुराग	सुराग	n	m	sg	3	d	0	0	-	लगते	लग	k1
4	14	लगते	लग	v	m	sg	any	-	ता	wA	-	चलाया	चला	vmod
4	15	ही	ही	avy	-	-	-	-	-	-	-	लगते	लग	lwg__rp
4	16	एसटीएफ	एसटीएफ	n	m	sg	3	o	0_का	0	-	कमांडो	कमांडो	r6
4	17	के	का	psp	m	sg	-	o	-	-	-	एसटीएफ	एसटीएफ	lwg__psp
4	18	कमांडो	कमांडो	n	m	sg	3	o	0_ने	0	-	चलाया	चला	k1
4	19	ने	ने	psp	-	-	-	-	-	-	-	कमांडो	कमांडो	lwg__psp
4	20	स्थानीय	स्थानीय	adj	any	any	-	o	-	-	-	पुलिस	पुलिस	nmod__adj
4	21	पुलिस	पुलिस	n	f	sg	3	o	0	0	-	और	और	ccof
4	22	और	और	avy	-	-	-	-	-	-	-	मिलकर	मिल	ras-k1
4	23	उत्तर	उत्तर	n	m	sg	3	d	0	0	-	प्रदेश	प्रदेश	pof__cn
4	24	प्रदेश	प्रदेश	n	m	sg	3	o	0_से	0	-	आए	आ	k5
4	25	से	से	psp	-	-	-	-	-	-	-	प्रदेश	प्रदेश	lwg__psp
4	26	आए	आ	v	any	pl	3	-	या	yA	-	लोगों	लोग	nmod__k1inv
4	27	एसटीएफ	एसटीएफ	n	m	sg	3	o	0_का	0	-	लोगों	लोग	r6
4	28	के	का	psp	m	pl	-	o	-	-	-	एसटीएफ	एसटीएफ	lwg__psp
4	29	लोगों	लोग	n	m	pl	3	o	0_के_साथ	0	-	और	और	ccof
4	30	के	के	psp	-	-	-	-	-	-	-	लोगों	लोग	lwg__psp
4	31	साथ	साथ	nst	m	sg	3	d	-	-	-	लोगों	लोग	lwg__psp
4	32	मिलकर	मिल	v	any	any	any	-	कर	kara	-	चलाया	चला	vmod
4	33	एक	एक	num	any	any	-	any	-	-	-	अभियान	अभियान	nmod__adj
4	34	सघन	सघन	adj	any	any	-	d	-	-	-	अभियान	अभियान	nmod__adj
4	35	तलाशी	तलाशी	n	f	sg	3	d	0	0	-	अभियान	अभियान	pof__cn
4	36	अभियान	अभियान	n	m	sg	3	d	0	0	-	चलाया	चला	k2
4	37	चलाया	चला	v	m	sg	3	-	या	yA	active	कि	कि	ccof
4	38	.	.	punc	-	-	-	-	-	-	-	बताया	बता	rsym
5	1	और	और	avy	-	-	-	-	-	-	-	ROOT	ROOT	main
5	2	सोमवार	सोमवार	n	m	sg	3	o	0_का	0	-	रात	रात	r6
5	3	की	का	psp	f	sg	-	o	-	-	-	सोमवार	सोमवार	lwg__psp
5	4	रात	रात	n	f	sg	3	o	0_को	0	-	धर	धर	k7t
5	5	को	को	psp	-	-	-	-	-	-	-	रात	रात	lwg__psp
5	6	ही	ही	avy	-	-	-	-	-	-	-	रात	रात	lwg__rp
5	7	नक्सल	नक्सल	n	m	sg	3	d	0	0	-	कमांडर	कमांडर	pof__cn
5	8	कमांडर	कमांडर	n	m	sg	3	d	0	0	-	बैठा	बैठा	nmod
5	9	कमलेश्वर	कमलेश्वर	n	m	sg	3	d	0	0	-	बैठा	बैठा	pof__cn
5	10	बैठा	बैठा	n	m	sg	3	o	0_को	0	-	धर	धर	k1
5	11	को	को	psp	-	-	-	-	-	-	-	बैठा	बैठा	lwg__psp
5	12	शहर	शहर	n	m	sg	3	o	0_का	0	-	इलाके	इलाका	r6
5	13	के	का	psp	m	sg	-	o	-	-	-	शहर	शहर	lwg__psp
5	14	बाहरी	बाहरी	adj	any	any	-	o	-	-	-	इलाके	इलाका	nmod__adj
5	15	इलाके	इलाका	n	m	sg	3	o	0_में	0	-	धर	धर	k7p
5	16	में	में	psp	-	-	-	-	-	-	-	इलाके	इलाका	lwg__psp
5	17	धर	धर	v	any	sg	3	-	0_दबोच+या	0	active	और	और	ccof
5	18	दबोचा	दबोच	v	m	sg	3	-	या	yA	-	धर	धर	lwg__vaux
5	19	.	.	punc	-	-	-	-	-	-	-	और	और	rsym
6	1	डीआईजी	डीआईजी	n	m	sg	3	o	0_ने	0	-	बताया	बता	k1
6	2	ने	ने	psp	-	-	-	-	-	-	-	डीआईजी	डीआईजी	lwg__psp
6	3	बताया	बता	v	m	sg	3	-	या	yA	active	ROOT	ROOT	main
6	4	कि	कि	avy	-	-	-	-	-	-	-	बताया	बता	k2
6	5	बैठा	बैठा	n	m	sg	3	o	0_को	0	-	करने	कर	k2
6	6	को	को	psp	-	-	-	-	-	-	-	बैठा	बैठा	lwg__psp
6	7	गिरफ्तार	गिरफ्तार	adj	any	any	-	-	-	-	-	करने	कर	pof
6	8	करने	कर	v	any	sg	3	o	ना_के_बाद	nA	-	लाया	ला	k7t
6	9	के	के	psp	-	-	-	-	-	-	-	करने	कर	lwg__psp
6	10	तुरंत	तुरंत	avy	-	-	-	-	-	-	-	करने	कर	lwg__rp
6	11	बाद	बाद	nst	m	sg	3	d	-	-	-	करने	कर	lwg__psp
6	12	कोतवाली	कोतवाली	n	f	sg	3	d	0	0	-	स्टेशन	स्टेशन	pof__cn
6	13	पुलिस	पुलिस	n	f	sg	3	d	0	0	-	स्टेशन	स्टेशन	pof__cn
6	14	स्टेशन	स्टेशन	n	m	sg	3	d	0	0	-	लाया	ला	k7p
6	15	लाया	ला	v	m	sg	3	-	या_जा+या१	yA	passive	कि	कि	ccof
6	16	गया	जा	v	m	sg	3	-	या१	yA1	-	लाया	ला	lwg__vaux
6	17	जहां	जहाँ	pn	-	-	-	d	-	-	-	करेंगे	कर	k7p
6	18	उससे	वह	pn	any	sg	3	o	से	se	-	करेंगे	कर	k2
6	19	एसटीएफ	एसटीएफ	n	m	sg	3	o	0_का	0	-	अधिकारी	अधिकारी	r6
6	20	के	का	psp	m	pl	-	o	-	-	-	एसटीएफ	एसटीएफ	lwg__psp
6	21	अधिकारी	अधिकारी	n	m	pl	3	d	0	0	-	करेंगे	कर	k1
6	22	पूछताछ	पूछताछ	n	f	sg	3	d	0	0	-	करेंगे	कर	pof
6	23	करेंगे	कर	v	m	pl	3	-	गा	gA	active	स्टेशन	स्टेशन	nmod__relc
6	24	.	.	punc	-	-	-	-	-	-	-	बताया	बता	rsym
7	1	इस	यह	pn	any	sg	3	o	-	-	-	नेता	नेता	nmod__adj
7	2	नक्सली	नक्सली	adj	any	any	-	o	-	-	-	नेता	नेता	nmod__adj
7	3	नेता	नेता	n	m	sg	3	o	0_से	0	-	पूछताछ	पूछताछ	k4
7	4	से	से	psp	-	-	-	-	-	-	-	नेता	नेता	lwg__psp
7	5	पूछताछ	पूछताछ	n	f	sg	3	o	0_के_लिए	0	-	आ	आ	rt
7	6	के	के	psp	-	-	-	-	-	-	-	पूछताछ	पूछताछ	lwg__psp
7	7	लिए	लिए	psp	-	-	-	-	-	-	-	पूछताछ	पूछताछ	lwg__psp
7	8	उत्तर	उत्तर	n	m	sg	3	d	0	0	-	प्रदेश	प्रदेश	pof__cn
7	9	प्रदेश	प्रदेश	n	m	sg	3	o	0	0	-	और	और	ccof
7	10	और	और	avy	-	-	-	-	-	-	-	आ	आ	k5
7	11	झारखंड	झारखंड	n	m	sg	3	o	0_से	0	-	और	और	ccof
7	12	से	से	psp	-	-	-	-	-	-	-	झारखंड	झारखंड	lwg__psp
7	13	भी	भी	avy	-	-	-	-	-	-	-	झारखंड	झारखंड	lwg__rp
7	14	एसटीएफ	एसटीएफ	n	m	sg	3	o	0_का	0	-	लोग	लोग	r6
7	15	के	का	psp	m	pl	-	o	-	-	-	एसटीएफ	एसटीएफ	lwg__psp
