sent_id	index	Inflection/Surface form	Stem / Root	Category	Gender	Number	Person	Case	Vib	Tam	Voice	head_index	head_inflection	karaka Relation
7079	11	व	व	avy	-	-	-	-	-	-	-	14.0	भूजा	r6
7079	12	बादाम	बादाम	n	m	sg	3	o	0_का	0	-	11.0	व	ccof
7079	13	का	का	psp	m	sg	-	d	-	-	-	12.0	बादाम	lwg__psp
7079	14	भूजा	भूजा	n	m	sg	3	d	0	0	-	15.0	चाहिए	k2
7079	15	चाहिए	चाहिए	v	any	sg	3	-	0	0	active	0.0	ROOT	main
7079	16	।	।	punc	-	-	-	-	-	-	-	15.0	चाहिए	rsym
7080	1	रेल	रेल	n	f	sg	3	d	0	0	-	2.0	मंत्रालय	pof__cn
7080	2	मंत्रालय	मंत्रालय	n	m	sg	3	o	0_ने	0	-	29.0	किया	k1
7080	3	ने	ने	psp	-	-	-	-	-	-	-	2.0	मंत्रालय	lwg__psp
7080	4	रेलमंत्री	रेलमंत्री	n	m	sg	3	o	0_का	0	-	6.0	चाय	r6
7080	5	की	का	psp	f	sg	-	o	-	-	-	4.0	रेलमंत्री	lwg__psp
7080	6	चाय	चाय	n	f	sg	3	o	0	0	-	18.0	तथा	ccof
7080	7	,	COMMA	punc	-	-	-	-	-	-	-	6.0	चाय	rsym
7080	8	नाश्ता	नाश्ता	n	m	sg	3	o	0	0	-	18.0	तथा	ccof
7080	9	,	COMMA	punc	-	-	-	-	-	-	-	8.0	नाश्ता	rsym
7080	10	दोपहर	दोपहर	n	f	sg	3	o	0_का	0	-	12.0	खाना	r6
7080	11	का	का	psp	m	sg	-	d	-	-	-	10.0	दोपहर	lwg__psp
7080	12	खाना	खाना	n	m	sg	3	o	0	0	-	18.0	तथा	ccof
7080	13	,	COMMA	punc	-	-	-	-	-	-	-	12.0	खाना	rsym
7080	14	उसके	वह	pn	any	sg	3	o	0_बाद_का	ke	-	17.0	नाश्ता	r6
7080	15	बाद	बाद	nst	m	sg	3	o	-	-	-	14.0	उसके	lwg__psp
7080	16	का	का	psp	m	sg	-	d	-	-	-	15.0	बाद	lwg__psp
7080	17	नाश्ता	नाश्ता	n	m	sg	3	o	0	0	-	18.0	तथा	ccof
7080	18	तथा	तथा	avy	-	-	-	-	-	-	-	29.0	किया	k2
7080	19	रात	रात	n	f	sg	3	o	0_का	0	-	21.0	खाने	r6
7080	20	के	का	psp	m	sg	-	o	-	-	-	19.0	रात	lwg__psp
7080	21	खाने	खाना	n	m	sg	3	o	0_का	0	-	23.0	मीनू	r6
7080	22	का	का	psp	m	sg	-	d	-	-	-	21.0	खाने	lwg__psp
7080	23	मीनू	मीनू	n	m	sg	3	d	0	0	-	18.0	तथा	ccof
7080	24	सभी	सभी	avy	-	-	-	-	-	-	-	26.0	स्टेशनों	nmod__adj
7080	25	प्रमुख	प्रमुख	adj	any	any	-	o	-	-	-	26.0	स्टेशनों	nmod__adj
7080	26	स्टेशनों	स्टेशन	n	m	pl	3	o	0_को	0	-	29.0	किया	k4
7080	27	को	को	psp	-	-	-	-	-	-	-	26.0	स्टेशनों	lwg__psp
7080	28	जारी	जारी	adj	any	any	-	-	-	-	-	29.0	किया	pof
7080	29	किया	कर	v	m	sg	3	-	या_है	yA	active	0.0	ROOT	main
7080	30	है	है	v	any	sg	3	-	है	hE	-	29.0	किया	lwg__vaux
7080	31	।	।	punc	-	-	-	-	-	-	-	29.0	किया	rsym
7081	1	इसके	यह	pn	any	sg	3	o	0_बाद	ke	-	18.0	लेते	k7t
7081	2	बाद	बाद	nst	m	sg	3	d	-	-	-	1.0	इसके	lwg__psp
7081	3	सुबह	सुबह	n	f	sg	3	o	0_का	0	-	5.0	नाश्ते	r6
7081	4	के	का	psp	m	sg	-	o	-	-	-	3.0	सुबह	lwg__psp
7081	5	नाश्ते	नाश्ता	n	m	sg	3	o	0_में	0	-	18.0	लेते	k7
7081	6	में	में	psp	-	-	-	-	-	-	-	5.0	नाश्ते	lwg__psp
7081	7	वे	वह	pn	any	sg	3h	d	0	0	-	18.0	लेते	k1
7081	8	चने	चना	n	m	sg	3	o	0_का	0	-	10.0	सत्तू	r6
7081	9	का	का	psp	m	sg	-	d	-	-	-	8.0	चने	lwg__psp
7081	10	सत्तू	सत्तू	n	m	sg	3	d	0	0	-	13.0	तथा	ccof
7081	11	,	COMMA	punc	-	-	-	-	-	-	-	10.0	सत्तू	rsym
7081	12	नींबू	नींबू	n	m	sg	3	d	0	0	-	13.0	तथा	ccof
7081	13	तथा	तथा	avy	-	-	-	-	-	-	-	18.0	लेते	k2
7081	14	छिला	छिल	v	m	sg	any	-	या_हो+या	yA	-	17.0	प्याज	nmod__k1inv
7081	15	हुआ	हो	v	m	sg	any	-	या	yA	-	14.0	छिला	lwg__vaux
7081	16	खड़ा	खड़ा	adj	m	sg	-	d	-	-	-	17.0	प्याज	nmod__adj
7081	17	प्याज	प्याज	n	m	sg	3	d	0	0	-	13.0	तथा	ccof
7081	18	लेते	ले	v	m	sg	3h	-	ता_है	wA	active	0.0	ROOT	main
7081	19	हैं	है	v	any	sg	3h	-	है	hE	-	18.0	लेते	lwg__vaux
7081	20	।	।	punc	-	-	-	-	-	-	-	18.0	लेते	rsym
7082	1	उनको	वह	pn	m	sg	3h	o	को	ko	-	7.0	है	k4a
7082	2	कटा	कटा	v	any	sg	any	-	0_हो+या	0	-	4.0	प्याज	nmod__k1inv
7082	3	हुआ	हो	v	m	sg	any	-	या	yA	-	2.0	कटा	lwg__vaux
7082	4	प्याज	प्याज	n	m	sg	3	d	0	0	-	7.0	है	k1
7082	5	पसंद	पसंद	n	f	sg	3	d	0	0	-	7.0	है	pof
7082	6	नहीं	नहीं	avy	-	-	-	-	-	-	-	7.0	है	lwg__neg
7082	7	,	COMMA	punc	-	-	-	-	-	-	-	7.0	है	rsym
7082	8	वे	वह	pn	any	sg	3h	d	0	0	-	22.0	करते	k1
7082	9	खड़े	खड़ा	adj	m	sg	-	o	-	-	-	12.0	प्याज	nmod__adj
7082	10	प्याज	प्याज	n	m	sg	3	o	0_को	0	-	16.0	काट	k2
7082	11	को	को	psp	-	-	-	-	-	-	-	12.0	प्याज	lwg__psp
7082	12	दांत	दांत	n	m	sg	3	o	0_से	0	-	16.0	काट	k3
7082	13	से	से	psp	-	-	-	-	-	-	-	14.0	दांत	lwg__psp
7082	14	काट	काट	v	any	any	any	-	0_कर	0	-	20.0	खाना	vmod
7082	15	-	-	punc	-	-	-	-	-	-	-	16.0	काट	rsym
7082	16	काट	काट	v	any	any	any	-	0	0	-	16.0	काट	pof__redup
7082	17	कर	कर	v	any	any	any	-	0	0	-	16.0	काट	lwg__vaux
7082	18	खाना	खा	v	any	any	any	d	ना	nA	-	22.0	करते	k2
7082	19	पसंद	पसंद	n	f	sg	3	d	0	0	-	22.0	करते	pof
7082	20	हैं	है	v	any	sg	3h	-	है	hE	-	22.0	करते	lwg__vaux
7083	1	रेलमंत्री	रेलमंत्री	n	m	sg	3	o	0_का	0	-	3.0	दिन	r6
7083	2	के	का	psp	m	sg	-	o	-	-	-	1.0	रेलमंत्री	lwg__psp
7083	3	दिन	दिन	n	m	sg	3	o	0_का	0	-	5.0	भोजन	r6
7083	4	का	का	psp	m	sg	-	d	-	-	-	3.0	दिन	lwg__psp
7083	5	भोजन	भोजन	n	m	sg	3	d	0	0	-	10.0	है	k1
7083	6	सादगी	सादगी	n	f	sg	3	d	0	0	-	7.0	भरा	k1
7083	7	भरा	भर	v	m	sg	any	-	या	yA	-	5.0	भोजन	nmod__k1inv
7083	8	मगर	मगर	avy	-	-	-	-	-	-	-	0.0	ROOT	main
7083	9	जायकेदार	जायकेदार	adj	any	any	-	-	-	-	-	10.0	है	k1s
7083	10	है	है	v	any	sg	3	-	है	hE	active	8.0	मगर	ccof
7083	11	।	।	punc	-	-	-	-	-	-	-	8.0	मगर	rsym
7084	1	दिन	दिन	n	m	sg	3	o	0_का	0	-	3.0	भोजन	r6
7084	2	के	का	psp	m	sg	-	o	-	-	-	1.0	दिन	lwg__psp
7084	3	भोजन	भोजन	n	m	sg	3	o	0_में	0	-	13.0	चाहिए	k7
7084	4	में	में	psp	-	-	-	-	-	-	-	3.0	भोजन	lwg__psp
7084	5	उन्हें	वह	pn	any	sg	3h	o	को	ko	-	13.0	चाहिए	k1
7084	6	कटहल	कटहल	n	m	sg	3	o	0_का	0	-	12.0	सब्जी	r6
7084	7	की	का	psp	f	sg	-	d	-	-	-	6.0	कटहल	lwg__psp
7084	8	मसालेदार	मसालेदार	adj	any	any	-	d	-	-	-	12.0	सब्जी	jjmod
7084	9	(	(	punc	-	-	-	-	-	-	-	10.0	लटपटी	rsym
7084	10	लटपटी	लटपटा	adj	any	any	-	d	-	-	-	8.0	मसालेदार	jjmod
7084	11	)	)	punc	-	-	-	-	-	-	-	10.0	लटपटी	rsym
7084	12	सब्जी	सब्जी	n	f	sg	3	d	0	0	-	13.0	चाहिए	k2
7084	13	चाहिए	चाहिए	v	any	sg	3	-	0	0	active	0.0	ROOT	main
7084	14	।	।	punc	-	-	-	-	-	-	-	13.0	चाहिए	rsym
7085	1	मसाला	मसाला	n	m	sg	3	d	0	0	-	2.0	और	ccof
7085	2	और	और	avy	-	-	-	-	-	-	-	7.0	हो	k1
7085	3	तेल	तेल	n	m	sg	3	d	0	0	-	2.0	और	ccof
7085	4	कम	कम	avy	-	-	-	-	-	-	-	6.0	कम	nmod__adj
