sent_id	index	Inflection/Surface form	Stem / Root	Category	Gender	Number	Person	Case	Vib	Tam	Voice	head_index	head_inflection	karaka Relation
4734	6	शेयर	शेयर	n	m	pl	3	d	0	0	-	10.0	बेचे	k2
4734	7	कई	कई	avy	-	-	-	-	-	-	-	8.0	टुकड़ों	nmod__adj
4734	8	टुकड़ों	टुकडा	n	m	pl	3	o	0_में	0	-	10.0	बेचे	k7
4734	9	में	में	psp	-	-	-	-	-	-	-	8.0	टुकड़ों	lwg__psp
4734	10	बेचे	बेच	v	any	pl	3	-	या_है	yA	active	0.0	ROOT	main
4734	11	हैं	है	v	any	pl	3	-	है	hE	-	10.0	बेचे	lwg__vaux
4734	12	।	।	punc	-	-	-	-	-	-	-	10.0	बेचे	rsym
4735	1	जबकि	जबकि	avy	-	-	-	-	-	-	-	0.0	ROOT	main
4735	2	इंजीनियर्स	इंजीनियर्स	n	m	pl	3	d	0	0	-	4.0	लिमिटेड	pof__cn
4735	3	इंडिया	इंडिया	n	f	sg	3	d	0	0	-	4.0	लिमिटेड	pof__cn
4735	4	लिमिटेड	लिमिटेड	adj	any	any	-	o	0_में	-	-	11.0	है	k7p
4735	5	में	में	psp	-	-	-	-	-	-	-	4.0	लिमिटेड	lwg__psp
4735	6	सरकार	सरकार	n	f	sg	3	o	0_का	0	-	8.0	हिस्सेदारी	r6
4735	7	की	का	psp	f	sg	-	d	-	-	-	6.0	सरकार	lwg__psp
4735	8	हिस्सेदारी	हिस्सेदारी	n	f	sg	3	d	0	0	-	11.0	है	k1
4735	9	९०.४०	९०.४०	num	any	any	-	any	-	-	-	10.0	फीसदी	nmod__adj
4735	10	फीसदी	फीसदी	n	f	sg	3	d	0	0	-	11.0	है	k1s
4735	11	है	है	v	any	sg	3	-	है	hE	active	1.0	जबकि	ccof
4735	12	।	।	punc	-	-	-	-	-	-	-	1.0	जबकि	rsym
4736	1	इसकी	यह	pn	f	sg	3	o	का	kA	-	2.0	कीमत	r6
4736	2	कीमत	कीमत	n	f	sg	3	d	0	0	-	5.0	है	k1
4736	3	२२००	२२००	num	any	any	-	any	-	-	-	4.0	करोड़	mod
4736	4	करोड़	करोड	num	any	any	-	any	-	-	-	5.0	है	k1s
4736	5	है	है	v	any	sg	3	-	है	hE	active	0.0	ROOT	main
4736	6	।	।	punc	-	-	-	-	-	-	-	5.0	है	rsym
4737	1	विनिवेश	विनिवेश	n	m	sg	3	d	0	0	-	2.0	विभाग	pof__cn
4737	2	विभाग	विभाग	n	m	sg	3	o	0_ने	0	-	13.0	की	k1
4737	3	ने	ने	psp	-	-	-	-	-	-	-	2.0	विभाग	lwg__psp
4737	4	इस	यह	pn	any	sg	3	o	-	-	-	5.0	कंपनी	nmod__adj
4737	5	कंपनी	कंपनी	n	f	sg	3	o	0_का	0	-	9.0	शेयर	r6
4737	6	के	का	psp	m	pl	-	d	-	-	-	5.0	कंपनी	lwg__psp
4737	7	१५	१५	num	any	any	-	any	-	-	-	8.0	फीसदी	nmod__adj
4737	8	फीसदी	फीसदी	n	f	sg	3	d	0	0	-	9.0	शेयर	nmod__adj
4737	9	शेयर	शेयर	n	m	pl	3	d	0	0	-	10.0	बेचने	k2
4737	10	बेचने	बेच	v	any	sg	any	o	ना_का	nA	-	12.0	सिफारिश	r6-k2
4737	11	की	का	psp	f	sg	-	d	-	-	-	10.0	बेचने	lwg__psp
4737	12	सिफारिश	सिफारिश	n	f	sg	3	d	0	0	-	13.0	की	pof
4737	13	की	कर	v	f	sg	any	-	या_था	yA	active	0.0	ROOT	main
4737	14	थी	था	v	f	sg	any	-	था	WA	-	13.0	की	lwg__vaux
4737	15	।	।	punc	-	-	-	-	-	-	-	13.0	की	rsym
4738	1	एससीआई	एससीआई	n	m	sg	3	o	0_का	0	-	5.0	शेयर	r6
4738	2	के	का	psp	m	pl	-	d	-	-	-	1.0	एससीआई	lwg__psp
4738	3	१५	१५	num	any	any	-	any	-	-	-	4.0	फीसदी	nmod__adj
4738	4	फीसदी	फीसदी	n	f	sg	3	d	0	0	-	5.0	शेयर	nmod__adj
4738	5	शेयर	शेयर	n	m	pl	3	d	0	0	-	6.0	बेचने	k2
4738	6	बेचने	बेच	v	any	sg	3	o	ना_के_बाद	nA	-	19.0	रह	k7t
4738	7	के	के	psp	-	-	-	-	-	-	-	6.0	बेचने	lwg__psp
4738	8	बाद	बाद	nst	m	sg	3	d	-	-	-	6.0	बेचने	lwg__psp
4738	9	इस	यह	pn	any	sg	3	o	-	-	-	10.0	कंपनी	nmod__adj
4738	10	कंपनी	कंपनी	n	f	sg	3	o	0_में	0	-	19.0	रह	k7p
4738	11	में	में	psp	-	-	-	-	-	-	-	10.0	कंपनी	lwg__psp
4738	12	सरकार	सरकार	n	f	sg	3	o	0_का	0	-	14.0	हिस्सेदारी	r6
4738	13	की	का	psp	f	sg	-	d	-	-	-	12.0	सरकार	lwg__psp
4738	14	हिस्सेदारी	हिस्सेदारी	n	f	sg	3	d	0	0	-	19.0	रह	k1
4738	15	८०.१२	८०.१२	num	any	pl	-	o	0_से	-	-	17.0	घटकर	k5
4738	16	से	से	psp	-	-	-	-	-	-	-	15.0	८०.१२	lwg__psp
4738	17	घटकर	घट	v	any	any	any	-	कर	kara	-	19.0	रह	vmod
4738	18	६५.१२	६५.१२	num	any	any	-	any	-	-	-	19.0	रह	k1s
4738	19	रह	रह	v	any	sg	3	-	0_जा+गा	0	active	0.0	ROOT	main
4738	20	जाएगी	जा	v	f	sg	3	-	गा	gA	-	19.0	रह	lwg__vaux
4738	21	।	।	punc	-	-	-	-	-	-	-	19.0	रह	rsym
4739	1	इस	यह	pn	any	sg	3	o	-	-	-	2.0	कंपनी	nmod__adj
4739	2	कंपनी	कंपनी	n	f	sg	3	o	0_का	0	-	6.0	शेयर	r6
