sent_id	index	Inflection/Surface form	Stem / Root	Category	Gender	Number	Person	Case	Vib	TAM	Voice	head_inflection	head_stem	karka Relation
13861	2	वजन	वजन	n	m	sg	3	d	0	0	-	है	है	k1
13861	3	१३०	१३०	num	any	any	-	any	-	-	-	किलोग्राम	किलोग्राम	nmod__adj
13861	4	किलोग्राम	किलोग्राम	n	m	sg	3	d	0	0	-	है	है	k1s
13861	5	है	है	v	any	sg	3	-	है	hE	active	ROOT	ROOT	main
13861	6	।	।	punc	-	-	-	-	-	-	-	है	है	rsym
13862	1	अधिकारियों	अधिकारी	n	m	pl	3	o	0_का	0	-	मानना	मान	k1
13862	2	का	का	psp	m	sg	-	d	-	-	-	अधिकारियों	अधिकारी	lwg__psp
13862	3	मानना	मान	v	any	any	any	d	ना	nA	-	है	है	k1
13862	4	है	है	v	any	sg	3	-	है	hE	active	ROOT	ROOT	main
13862	5	कि	कि	avy	-	-	-	-	-	-	-	मानना	मान	k2
13862	6	इसकी	यह	pn	f	sg	3	o	का	kA	-	जरूरत	जरूरत	r6
13862	7	कोई	कोई	pn	any	sg	3	d	0	0	-	जरूरत	जरूरत	mod
13862	8	जरूरत	जरूरत	n	f	sg	3	d	0	0	-	है	है	k1
13862	9	नहीं	नहीं	avy	-	-	-	-	-	-	-	है	है	lwg__neg
13862	10	है	है	v	any	sg	3	-	है	hE	active	कि	कि	ccof
13862	11	।	।	punc	-	-	-	-	-	-	-	है	है	rsym
13863	1	प्रधानमंत्री	प्रधानमंत्री	n	m	sg	3	d	0	0	-	सिंह	सिंह	nmod__adj
13863	2	मनमोहन	मनमोहन	n	m	sg	3	d	0	0	-	सिंह	सिंह	pof__cn
13863	3	सिंह	सिंह	n	m	sg	3	d	0	0	-	करेंगे	कर	k1
13863	4	७	७	n	any	sg	3	d	0	0	-	अप्रैल	अप्रैल	pof__cn
13863	5	अप्रैल	अप्रैल	n	m	sg	3	o	0_को	0	-	करेंगे	कर	k7t
13863	6	को	को	psp	-	-	-	-	-	-	-	अप्रैल	अप्रैल	lwg__psp
13863	7	बस	बस	n	f	sg	3	o	0_को	0	-	करेंगे	कर	k2
13863	8	को	को	psp	-	-	-	-	-	-	-	बस	बस	lwg__psp
13863	9	मुज़फ्फराबाद	मुज़फ्फराबाद	n	m	sg	3	d	0	0	-	करेंगे	कर	k7p
13863	10	रवाना	रवाना	adj	any	any	-	-	-	-	-	करेंगे	कर	pof
13863	11	करेंगे	कर	v	m	sg	3h	-	गा	gA	active	ROOT	ROOT	main
13863	12	।	।	punc	-	-	-	-	-	-	-	करेंगे	कर	rsym
13864	1	आतंकवादियों	आतंकवादी	n	m	pl	3	o	0_ने	0	-	दी	दे	k1
13864	2	ने	ने	psp	-	-	-	-	-	-	-	आतंकवादियों	आतंकवादी	lwg__psp
13864	3	कुछ	कुछ	avy	-	-	-	-	-	-	-	दिन	दिन	nmod__adj
13864	4	दिन	दिन	n	m	pl	3	d	0_पहले	0	-	दी	दे	k7t
13864	5	पहले	पहले	nst	m	sg	3	d	-	-	-	दिन	दिन	lwg__psp
13864	6	बस	बस	n	f	sg	3	d	0	0	-	यात्रियों	यात्री	pof__cn
13864	7	यात्रियों	यात्री	n	m	pl	3	o	0_को	0	-	धमकाने	धमका	k2
13864	8	को	को	psp	-	-	-	-	-	-	-	यात्रियों	यात्री	lwg__psp
13864	9	धमकाने	धमका	v	any	sg	3	o	ना_के_बाद	nA	-	दी	दे	k7t
13864	10	के	के	psp	-	-	-	-	-	-	-	धमकाने	धमका	lwg__psp
13864	11	बाद	बाद	nst	m	sg	3	d	-	-	-	धमकाने	धमका	lwg__psp
13864	12	अब	अब	pn	-	-	-	d	-	-	-	दी	दे	k7t
13864	13	दोनों	दो	num	any	pl	-	any	-	-	-	बसों	बस	nmod__adj
13864	14	बसों	बस	n	f	pl	3	o	0_का	0	-	ड्राइवरों	ड्राइवर	r6
13864	15	के	का	psp	m	pl	-	o	-	-	-	बसों	बस	lwg__psp
13864	16	ड्राइवरों	ड्राइवर	n	m	pl	3	o	0_को	0	-	दी	दे	k2
13864	17	को	को	psp	-	-	-	-	-	-	-	ड्राइवरों	ड्राइवर	lwg__psp
13864	18	चेतावनी	चेतावनी	n	f	sg	3	d	0	0	-	दी	दे	pof
13864	19	दी	दे	v	f	sg	3	-	या_है	yA	active	ROOT	ROOT	main
13864	20	है	है	v	any	sg	3	-	है	hE	-	दी	दे	lwg__vaux
13864	21	।	।	punc	-	-	-	-	-	-	-	दी	दे	rsym
13865	1	चार	चार	num	any	any	-	any	-	-	-	संगठनों	संगठन	nmod__adj
13865	2	आतंकी	आतंकी	adj	any	any	-	o	-	-	-	संगठनों	संगठन	nmod__adj
13865	3	संगठनों	संगठन	n	m	pl	3	o	0_ने	0	-	कहा	कह	k1
13865	4	ने	ने	psp	-	-	-	-	-	-	-	संगठनों	संगठन	lwg__psp
