sent_id	index	Inflection/Surface form	Stem / Root	Category	Gender	Number	Person	Case	Vib	Tam	Voice	head_index	head_inflection	karaka Relation
11807	1	उन्होंने	वह	pn	any	sg	3h	o	ने	ne	-	2.0	कहा	k1
11807	2	कहा	कह	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
11807	3	कि	कि	avy	-	-	-	-	-	-	-	2.0	कहा	k2
11807	4	पूर्वोत्तर	पूर्वोत्तर	n	m	sg	3	o	0_का	0	-	6.0	सीमा	r6
11807	5	की	का	psp	f	sg	-	o	-	-	-	4.0	पूर्वोत्तर	lwg__psp
11807	6	सीमा	सीमा	n	f	sg	3	o	0_पर	0	-	9.0	करने	k7p
11807	7	पर	पर	psp	-	-	-	-	-	-	-	6.0	सीमा	lwg__psp
11807	8	तारबंदी	तारबंदी	n	f	sg	3	d	0	0	-	9.0	करने	pof
11807	9	करने	कर	v	any	sg	any	o	ना_का	nA	-	11.0	कार्य	r6
11807	10	का	का	psp	m	sg	-	d	-	-	-	9.0	करने	lwg__psp
11807	11	कार्य	कार्य	n	m	sg	3	d	0	0	-	14.0	है	k1
11807	12	प्रगति	प्रगति	n	f	sg	3	o	0_पर	0	-	14.0	है	k7
11807	13	पर	पर	psp	-	-	-	-	-	-	-	12.0	प्रगति	lwg__psp
11807	14	है	है	v	any	sg	3	-	है	hE	active	3.0	कि	ccof
11807	15	।	।	punc	-	-	-	-	-	-	-	2.0	कहा	rsym
11808	1	आधी	आधा	adj	f	sg	-	o	-	-	-	2.0	सीमा	nmod__adj
11808	2	सीमा	सीमा	n	f	sg	3	o	0_पर	0	-	7.0	है	k7p
11808	3	पर	पर	psp	-	-	-	-	-	-	-	2.0	सीमा	lwg__psp
11808	4	अभी	अभी	pn	-	-	-	d	-	-	-	7.0	है	k7t
11808	5	बाड़	बाड़	n	f	sg	3	d	0	0	-	7.0	है	k1
11808	6	नहीं	नहीं	avy	-	-	-	-	-	-	-	7.0	है	lwg__neg
11808	7	है	है	v	any	sg	3	-	है	hE	active	0.0	ROOT	main
11808	8	।	।	punc	-	-	-	-	-	-	-	7.0	है	rsym
11809	1	इस	यह	pn	any	sg	3	o	-	-	-	2.0	कार्य	nmod__adj
11809	2	कार्य	कार्य	n	m	sg	3	o	0_को	0	-	11.0	किया	k2
11809	3	को	को	psp	-	-	-	-	-	-	-	2.0	कार्य	lwg__psp
11809	4	डेढ़	डेढ़	num	any	any	-	any	-	-	-	6.0	दो	nmod__adj
11809	5	-	-	punc	-	-	-	-	-	-	-	4.0	डेढ़	rsym
11809	6	दो	दो	num	any	any	-	any	-	-	-	7.0	साल	nmod__adj
11809	7	साल	साल	n	m	sg	3	o	0_के_अंदर	0	-	11.0	किया	k7t
11809	8	के	के	psp	-	-	-	-	-	-	-	7.0	साल	lwg__psp
11809	9	अंदर	अंदर	nst	m	sg	3	d	-	-	-	7.0	साल	lwg__psp
11809	10	पूरा	पूरा	adj	m	sg	-	-	-	-	-	11.0	किया	pof
11809	11	किया	कर	v	m	sg	3	-	या_जा+गा	yA	passive	0.0	ROOT	main
11809	12	जाएगा	जा	v	m	sg	3	-	गा	gA	-	11.0	किया	lwg__vaux
11809	13	।	।	punc	-	-	-	-	-	-	-	11.0	किया	rsym
11810	1	पुरानी	पुराना	adj	f	sg	-	o	-	-	-	2.0	तारबंदी	nmod__adj
11810	2	तारबंदी	तारबंदी	n	f	sg	3	o	0_पर	0	-	9.0	लगाए	k7
11810	3	पर	पर	psp	-	-	-	-	-	-	-	2.0	तारबंदी	lwg__psp
11810	4	भी	भी	avy	-	-	-	-	-	-	-	2.0	तारबंदी	lwg__rp
11810	5	फ्लश	फ्लश	n	m	sg	3	d	0	0	-	6.0	लाइट	pof__cn
11810	6	लाइट	लाइट	n	f	pl	3	d	0	0	-	7.0	और	ccof
11810	7	और	और	avy	-	-	-	-	-	-	-	9.0	लगाए	k2
11810	8	सेंसर	सेंसर	n	m	pl	3	d	0	0	-	7.0	और	ccof
11810	9	लगाए	लगा	v	m	pl	3	-	या_जा+गा	yA	passive	0.0	ROOT	main
11810	10	जाएंगे	जा	v	m	pl	3	-	गा	gA	-	9.0	लगाए	lwg__vaux
11810	11	।	।	punc	-	-	-	-	-	-	-	9.0	लगाए	rsym
11811	1	सीमा	सीमा	n	f	sg	3	d	0	0	-	2.0	क्षेत्र	pof__cn
11811	2	क्षेत्र	क्षेत्र	n	m	sg	3	o	0_में	0	-	6.0	होने	k7p
11811	3	में	में	psp	-	-	-	-	-	-	-	2.0	क्षेत्र	lwg__psp
11811	4	अनेक	अनेक	avy	-	-	-	-	-	-	-	5.0	नदियां	nmod__adj
11811	5	नदियां	नदी	n	f	pl	3	d	0	0	-	6.0	होने	k1
11811	6	होने	हो	v	m	any	any	o	ना_के_कारण	nA	-	15.0	करते	rh
11811	7	के	के	psp	m	-	-	o	-	-	-	6.0	होने	lwg__psp
11811	8	कारण	कारण	n	m	-	-	o	-	-	-	6.0	होने	lwg__psp
11811	9	लोग	लोग	n	m	pl	3	d	0	0	-	15.0	करते	k1
11811	10	नदी	नदी	n	f	sg	3	d	0	0	-	11.0	मार्ग	pof__cn
11811	11	मार्ग	मार्ग	n	m	sg	3	o	0_से	0	-	15.0	करते	k3
11811	12	से	से	psp	-	-	-	-	-	-	-	11.0	मार्ग	lwg__psp
11811	13	भी	भी	avy	-	-	-	-	-	-	-	11.0	मार्ग	lwg__rp
11811	14	घुसपैठ	घुसपैठ	n	f	sg	3	d	0	0	-	15.0	करते	pof
11811	15	करते	कर	v	m	pl	3	-	ता_है	wA	active	0.0	ROOT	main
11811	16	हैं	है	v	any	pl	3	-	है	hE	-	15.0	करते	lwg__vaux
11811	17	,	COMMA	punc	-	-	-	-	-	-	-	15.0	करते	rsym
11811	18	इस	यह	pn	any	sg	3	o	0_पर	0	-	22.0	रखने	k7
11811	19	पर	पर	psp	-	-	-	-	-	-	-	18.0	इस	lwg__psp
11811	20	भी	भी	avy	-	-	-	-	-	-	-	18.0	इस	lwg__rp
11811	21	नजर	नजर	n	f	sg	3	d	0	0	-	22.0	रखने	pof
11811	22	रखने	रख	v	any	pl	any	o	ना_का	nA	-	24.0	इंतजाम	r6-k2
11811	23	के	का	psp	m	pl	-	d	-	-	-	22.0	रखने	lwg__psp
11811	24	इंतजाम	इंतजाम	n	m	pl	3	d	0	0	-	25.0	किए	pof
11811	25	किए	कर	v	m	pl	3	-	या_जा_रह+या_है	yA	passive	14.0	घुसपैठ	rs
11811	26	जा	जा	v	any	any	any	-	0	0	-	25.0	किए	lwg__vaux
11811	27	रहे	रह	v	m	pl	any	-	या	yA	-	26.0	जा	lwg__vaux_cont
11811	28	हैं	है	v	any	pl	3	-	है	hE	-	27.0	रहे	lwg__vaux_cont
11811	29	।	।	punc	-	-	-	-	-	-	-	15.0	करते	rsym
11812	1	सीमा	सीमा	n	f	sg	3	o	0_पर	0	-	8.0	करने	k7p
11812	2	पर	पर	psp	-	-	-	-	-	-	-	1.0	सीमा	lwg__psp
11812	3	बीएसएफ	बीएसएफ	n	f	sg	3	o	0_का	0	-	6.0	टुकड़ियां	r6
11812	4	की	का	psp	f	pl	-	d	-	-	-	3.0	बीएसएफ	lwg__psp
11812	5	अतिरिक्त	अतिरिक्त	adj	any	any	-	d	-	-	-	6.0	टुकड़ियां	nmod__adj
11812	6	टुकड़ियां	टुकड़ी	n	f	pl	3	d	0	0	-	8.0	करने	k2
11812	7	तैनात	तैनात	adj	any	any	-	-	-	-	-	8.0	करने	pof
11812	8	करने	कर	v	any	any	any	o	ना_के_लिए	nA	-	14.0	है	rt
11812	9	के	के	psp	-	-	-	-	-	-	-	8.0	करने	lwg__psp
11812	10	लिए	लिए	psp	-	-	-	-	-	-	-	8.0	करने	lwg__psp
11812	11	भी	भी	avy	-	-	-	-	-	-	-	8.0	करने	lwg__rp
11812	12	सरकार	सरकार	n	f	sg	3	d	0	0	-	14.0	है	k1
11812	13	प्रयासरत	प्रयासरत	adj	any	any	-	-	-	-	-	14.0	है	k1s
11812	14	है	है	v	any	sg	3	-	है	hE	active	0.0	ROOT	main
11812	15	।	।	punc	-	-	-	-	-	-	-	14.0	है	rsym
11813	1	उन्होंने	वह	pn	any	sg	3h	o	ने	ne	-	8.0	कर	k1
11813	2	विपक्ष	विपक्ष	n	m	sg	3	o	0_का	0	-	5.0	मांग	r6
11813	3	की	का	psp	f	sg	-	o	-	-	-	2.0	विपक्ष	lwg__psp
11813	4	इस	यह	pn	any	sg	3	o	-	-	-	5.0	मांग	nmod__adj
11813	5	मांग	मांग	n	f	sg	3	o	0_को	0	-	8.0	कर	k2
11813	6	को	को	psp	-	-	-	-	-	-	-	5.0	मांग	lwg__psp
11813	7	खारिज	खारिज	adj	any	any	-	-	-	-	-	8.0	कर	pof
11813	8	कर	कर	v	any	sg	any	-	0_दे+या	0	active	0.0	ROOT	main
11813	9	दिया	दे	v	m	sg	any	-	या	yA	-	8.0	कर	lwg__vaux
11813	10	कि	कि	avy	-	-	-	-	-	-	-	5.0	मांग	rs
